,ACB,BCM,BID,BVH,CTG,FPT,GAS,GVR,HDB,HPG,MBB,MSN,MWG,PLX,POW,REE,SAB,SHB,SSB,SSI,STB,TCB,TPB,VCB,VHM,VIB,VIC,VNM,VPB,VRE,Gold
2021-08-23,15.01,42.28,22.55,44.95,19.6,46.19,57.63,31.48,10.96,27.2,12.89,104.97,50.59,42.57,8.59,30.87,54.71,12.02,19.07,26.26,27.0,23.03,11.7,42.39,79.04,14.16,48.1,66.43,19.74,26.05,40483744.238132
2021-08-24,15.15,41.86,22.61,45.47,19.62,46.64,57.76,31.29,11.0,27.34,12.87,106.21,51.36,42.83,8.59,30.82,55.65,11.84,19.24,25.35,27.25,23.15,11.78,42.26,79.12,14.1,47.7,66.66,19.87,26.15,41212819.44274902
2021-08-25,15.22,41.86,22.64,45.56,19.26,46.64,58.64,32.4,11.03,27.71,12.89,111.58,51.68,43.49,9.16,30.93,57.53,12.06,19.29,25.68,27.35,23.22,12.08,42.48,78.9,14.55,47.3,67.13,20.01,26.3,40806722.88574219
2021-08-26,14.99,41.76,22.15,45.47,18.7,46.39,57.97,32.67,10.95,27.31,12.66,110.75,51.84,42.75,9.24,33.06,57.68,12.37,19.1,25.31,27.1,22.82,11.8,42.17,78.6,14.28,46.55,67.2,19.81,26.45,40844236.88720703
2021-08-27,14.9,41.2,22.2,46.16,18.67,46.7,58.44,34.42,10.8,27.25,12.62,112.32,52.64,43.45,9.69,34.6,58.04,12.24,19.1,25.35,27.3,22.7,11.77,42.61,78.82,14.16,47.4,67.2,19.94,26.8,41391230.443725586
2021-08-30,15.08,41.86,22.64,47.54,19.36,46.8,58.77,34.61,10.89,27.88,12.8,109.6,53.26,43.49,9.73,34.6,57.53,12.06,19.45,25.85,27.9,23.24,11.99,43.26,78.82,14.34,47.05,67.51,20.07,27.2,41225301.0
2021-08-31,15.01,44.11,22.35,49.27,19.06,46.9,60.05,35.67,10.58,28.23,12.57,111.58,53.45,43.62,9.65,35.13,58.62,12.06,19.45,25.6,27.35,22.91,11.8,43.31,78.45,14.26,47.05,67.51,20.07,27.3,41336625.0
2021-09-01,15.01,45.15,22.38,49.1,19.2,46.9,59.51,36.91,10.46,28.17,12.57,110.18,53.07,44.59,10.14,35.4,58.11,11.8,19.4,25.35,27.2,22.82,11.84,43.31,78.9,14.18,47.05,68.05,20.04,27.9,41293351.94396973
2021-09-02,15.01,45.15,22.38,49.1,19.2,46.9,59.51,36.91,10.46,28.17,12.57,110.18,53.07,44.59,10.14,35.4,58.11,11.8,19.4,25.35,27.2,22.82,11.84,43.31,78.9,14.18,47.05,68.05,20.04,27.9,41166010.888671875
2021-09-03,15.01,45.15,22.38,49.1,19.2,46.9,59.51,36.91,10.46,28.17,12.57,110.18,53.07,44.59,10.14,35.4,58.11,11.8,19.4,25.35,27.2,22.82,11.84,43.31,78.9,14.18,47.05,68.05,20.04,27.9,41671284.55566406
2021-09-06,15.04,45.62,22.43,48.76,19.2,48.17,60.72,36.17,10.74,29.31,12.75,108.36,53.45,44.85,10.09,35.24,58.31,11.62,19.4,24.85,27.55,23.12,12.04,43.57,79.93,14.08,47.5,68.21,19.91,28.1,41671284.55566406
2021-09-07,15.25,45.15,22.78,47.8,19.57,47.46,59.58,35.76,10.89,29.03,12.89,107.28,53.12,44.24,9.81,34.07,58.11,11.67,19.45,25.02,27.9,23.45,12.6,43.57,80.81,14.36,46.95,67.82,20.69,27.2,40874684.55566406
2021-09-08,15.08,45.81,22.72,46.85,19.26,47.25,58.97,35.9,10.91,29.37,12.75,105.8,53.65,43.27,9.69,34.23,58.58,11.62,19.24,26.74,27.3,23.05,12.49,43.44,79.56,14.38,46.0,67.11,20.2,27.1,40752749.48876953
2021-09-09,15.22,45.71,22.84,47.46,19.42,47.3,59.51,36.77,10.76,29.72,12.8,108.27,57.26,44.41,9.85,35.13,58.15,11.58,19.45,26.56,27.35,23.29,13.08,43.26,79.41,14.4,45.65,66.95,20.66,27.45,40903432.35559082
2021-09-10,15.15,45.48,22.75,48.41,19.36,47.46,59.51,36.17,10.56,29.49,12.71,107.45,57.26,44.33,9.85,35.08,59.17,11.54,19.45,26.47,27.2,23.29,12.94,43.22,79.27,14.28,45.65,67.97,21.05,28.0,40740243.44421387
2021-09-13,14.97,45.62,22.46,47.2,19.08,47.2,59.51,34.7,10.28,29.09,12.57,107.94,60.2,44.15,9.65,34.33,63.12,11.36,19.24,26.35,26.9,23.12,13.19,42.74,78.9,14.12,46.0,68.52,21.11,27.9,40780544.0
2021-09-14,14.78,45.62,22.2,46.68,18.7,47.61,59.78,34.98,10.11,28.8,12.44,111.99,59.96,43.97,9.36,34.55,64.87,11.23,19.24,25.68,26.65,22.91,13.01,42.83,78.9,13.92,46.0,68.37,20.82,28.3,41073166.1887207
2021-09-15,14.64,45.15,22.26,46.77,18.67,47.76,61.46,35.44,10.09,29.54,12.37,119.76,60.0,44.68,9.6,34.6,64.87,11.23,19.32,25.92,26.6,22.86,13.24,42.3,79.58,13.82,45.7,67.66,20.82,28.55,40793232.15563965
2021-09-16,14.68,45.15,22.61,47.11,18.96,48.06,62.2,35.34,10.23,29.37,12.53,123.81,59.52,44.76,9.6,34.6,62.92,11.45,19.32,25.68,26.75,23.19,13.38,42.74,77.83,13.84,43.9,67.89,21.18,30.0,39931186.244384766
2021-09-17,14.82,44.91,22.95,46.33,19.06,48.57,61.73,35.48,10.38,29.66,12.55,120.67,59.23,44.5,9.56,35.61,62.92,11.76,19.42,25.98,26.8,23.5,14.12,42.35,78.9,14.16,43.4,67.97,21.83,29.2,39804098.755493164
2021-09-20,15.06,43.92,22.89,46.59,19.08,47.91,59.65,34.42,10.48,29.37,12.73,118.19,59.23,43.89,9.56,34.92,61.86,11.84,19.45,25.86,27.1,23.95,13.88,43.39,77.63,15.14,43.35,69.7,21.99,29.3,40116187.111816406
2021-09-21,14.92,42.52,22.75,48.15,18.88,47.46,59.24,33.5,10.42,29.09,12.62,118.61,59.62,43.54,9.48,35.13,61.75,11.62,19.29,25.44,26.8,23.81,13.84,42.7,75.3,15.54,42.8,69.78,21.8,28.4,40437744.0
2021-09-22,14.82,42.7,22.72,51.0,18.79,47.3,59.38,34.06,10.38,29.14,12.62,121.5,60.53,43.97,9.6,36.2,61.75,11.62,19.29,25.26,26.7,23.86,13.88,43.35,75.79,15.26,43.05,71.9,21.76,28.45,40428807.388916016
2021-09-23,14.82,42.8,22.64,49.97,18.93,47.25,60.85,34.24,10.36,29.2,12.57,119.85,63.57,44.06,9.56,35.66,61.83,11.76,19.34,25.32,26.6,23.71,14.38,43.35,77.05,14.87,43.55,71.35,21.83,28.9,39777650.888671875
2021-09-24,15.01,42.8,22.78,50.83,19.0,47.05,61.12,34.06,10.4,29.09,12.94,117.7,62.84,43.89,9.44,34.71,62.53,11.84,19.45,25.26,26.75,23.9,14.4,43.35,77.34,15.12,43.5,71.27,21.83,28.5,39826670.28857422
2021-09-27,14.78,42.33,22.61,48.84,18.58,46.75,60.45,32.77,10.4,29.09,12.62,111.58,60.68,43.97,9.4,33.0,62.14,11.76,19.32,24.17,26.5,23.38,13.84,42.7,75.98,14.36,43.05,69.78,21.83,28.25,39830000.0
2021-09-28,14.82,41.57,23.01,50.74,18.55,47.2,63.88,32.95,10.38,30.12,12.62,112.41,61.01,44.85,9.56,34.33,61.4,11.58,19.37,24.54,26.55,23.53,14.09,43.22,76.27,14.36,43.25,70.17,21.76,28.5,39517223.911621094
2021-09-29,14.71,41.76,22.89,50.14,18.22,47.3,65.02,33.13,10.36,30.52,12.53,116.54,61.54,45.64,9.93,34.65,61.28,11.41,19.37,24.23,25.8,23.34,14.33,42.91,75.98,14.14,43.35,70.41,21.5,28.3,39183061.5
2021-09-30,14.8,41.95,22.64,50.48,18.22,47.2,65.15,33.04,10.36,30.29,12.55,117.86,61.54,45.29,9.89,34.71,61.12,11.67,19.37,24.56,25.7,23.43,14.4,42.35,76.08,13.9,44.0,70.41,21.47,29.1,39938342.01098633
2021-10-01,14.78,41.39,22.26,50.05,17.83,47.15,69.52,33.23,10.13,30.57,12.37,115.71,60.77,45.55,10.1,35.08,60.26,11.45,19.37,23.69,24.7,23.15,14.74,41.78,74.82,13.49,43.85,70.57,20.82,28.2,39971750.0
2021-10-04,14.54,41.86,22.32,51.44,17.2,48.02,69.85,34.15,9.83,31.78,12.21,116.71,60.77,47.22,10.47,37.16,60.58,12.37,19.37,23.33,24.3,22.84,14.54,41.21,75.79,13.08,43.9,70.88,20.53,28.25,40193412.28881836
2021-10-05,14.78,41.76,22.55,51.78,17.68,47.91,73.21,34.52,9.99,31.66,12.35,116.71,61.06,47.31,10.55,37.16,62.72,12.68,19.42,24.41,25.75,23.19,14.71,41.65,77.15,13.55,44.3,70.41,20.4,28.45,40043216.64440918
2021-10-06,14.71,41.76,22.61,52.73,17.56,47.91,76.24,34.84,9.89,32.12,12.39,117.53,61.79,47.31,10.63,38.22,61.9,12.68,19.56,24.14,25.5,23.76,14.64,41.65,78.22,13.57,44.3,70.17,20.07,29.4,40058417.0
2021-10-07,14.64,42.33,22.46,53.51,17.59,47.86,74.56,35.16,9.83,31.83,12.46,117.12,61.64,47.4,10.47,37.95,61.98,12.68,20.32,24.6,25.5,23.62,14.54,42.17,77.73,13.51,44.4,69.78,20.92,29.3,39992225.55541992
2021-10-08,14.75,42.28,22.49,52.9,17.65,50.2,75.5,34.65,9.93,31.89,12.48,120.26,62.03,47.31,10.3,37.53,63.58,12.68,20.53,24.69,25.7,23.95,14.59,42.26,77.63,13.61,44.65,70.41,21.07,29.15,39955826.110839844
2021-10-11,15.29,41.9,22.95,53.6,18.58,50.35,75.56,34.79,10.46,32.75,12.98,121.5,62.36,48.19,10.26,37.53,63.7,13.29,20.53,25.32,26.5,25.04,14.92,42.48,78.7,14.02,45.95,70.72,21.6,30.45,39302686.47695804
2021-10-12,15.29,42.04,23.09,53.51,18.46,50.25,75.23,34.79,10.42,32.64,12.96,120.26,63.62,48.28,10.51,38.54,63.7,13.25,20.53,25.02,26.6,25.04,14.78,42.26,78.6,14.2,46.45,71.04,21.54,30.8,40001326.110839844
2021-10-13,15.29,43.74,22.89,51.87,18.4,50.45,74.56,35.07,10.48,32.52,12.89,118.28,64.48,47.22,10.34,38.86,62.92,13.16,21.19,24.78,26.25,24.75,14.67,42.26,77.73,14.24,46.55,70.8,21.63,30.4,40819229.78881836
2021-10-14,15.15,43.17,22.69,51.78,18.34,50.15,74.76,35.91,10.58,32.52,12.84,117.45,64.29,47.31,10.34,38.86,62.53,12.72,21.28,24.78,26.4,24.8,14.64,42.13,76.66,14.32,46.25,70.72,21.68,30.7,40887500.78881836
2021-10-15,15.11,42.56,22.66,51.69,18.37,50.2,75.23,35.73,10.46,32.81,12.8,116.54,63.76,47.05,10.18,38.86,63.62,12.09,21.39,24.63,26.85,24.85,15.07,42.04,76.47,14.43,46.3,70.72,22.01,30.5,40216169.28881836
2021-10-18,15.01,41.95,22.55,51.52,18.1,50.25,78.25,35.4,10.48,33.15,12.8,118.19,62.94,47.75,10.22,39.39,62.53,12.11,21.28,24.69,26.9,24.99,15.23,41.82,76.66,14.38,46.3,70.57,22.54,30.8,40163319.51123047
2021-10-19,15.15,41.9,22.98,53.08,18.16,50.04,76.91,35.07,10.38,32.75,12.71,116.54,62.46,48.1,10.18,39.82,61.94,12.28,21.28,24.72,26.2,24.9,15.19,42.0,77.15,14.32,46.2,70.96,22.59,30.3,40274831.48876953
2021-10-20,15.15,42.14,22.81,52.3,17.98,49.54,76.91,35.07,10.21,32.58,12.71,118.28,62.22,47.31,10.18,39.87,60.65,12.41,21.28,24.35,26.3,25.13,15.26,41.39,76.56,14.4,46.15,70.72,22.48,30.95,40597194.94445801
2021-10-21,14.9,42.33,22.66,51.87,17.83,49.08,75.36,34.7,10.03,32.75,12.57,115.88,61.16,46.96,9.97,39.87,59.4,12.06,21.16,23.99,26.1,24.99,15.12,40.95,75.69,14.51,45.5,70.02,22.04,30.6,40531204.888916016
2021-10-22,14.82,43.41,22.55,52.13,17.77,48.83,75.3,35.82,10.01,32.46,12.57,115.8,61.45,46.43,10.01,40.46,61.16,12.11,20.96,23.69,26.2,24.71,14.95,41.08,75.79,14.51,45.9,71.12,21.83,30.65,40847625.0
2021-10-25,14.66,44.87,22.49,55.76,17.92,48.17,75.23,36.76,9.99,31.55,12.44,116.04,61.83,47.49,10.14,40.46,61.24,11.82,20.93,23.14,25.6,24.04,14.54,41.0,76.27,14.22,46.05,70.8,21.71,30.4,40444188.33984375
2021-10-26,14.59,44.68,22.49,55.58,17.92,49.18,76.44,36.9,10.07,32.23,12.6,115.38,61.64,47.92,10.22,40.03,60.73,11.89,20.85,23.45,25.6,24.09,14.71,40.95,76.47,14.47,46.1,70.41,21.74,30.6,40774960.3894043
2021-10-27,14.73,47.03,22.89,56.1,18.64,49.84,81.74,37.41,10.28,33.15,12.8,121.33,63.57,48.54,10.26,40.46,62.49,11.95,20.9,24.41,26.5,24.33,14.99,41.87,78.7,14.59,47.5,71.04,22.27,31.2,40914810.85559082
2021-10-28,14.94,50.13,22.86,56.71,18.76,49.74,83.96,37.46,10.42,33.21,12.84,125.38,63.57,48.1,10.55,40.46,64.33,11.98,21.62,24.66,26.7,24.47,15.37,42.65,78.7,14.63,47.5,71.2,22.65,31.0,40995407.44445801
2021-10-29,15.48,49.85,23.81,55.93,18.88,49.18,83.62,37.22,10.3,32.69,12.84,124.72,63.28,47.49,10.47,39.82,62.72,12.26,21.22,24.47,26.6,24.38,15.52,42.7,83.07,14.55,47.9,71.27,22.33,31.2,40563250.0
2021-11-01,15.34,49.0,23.98,55.41,19.3,48.62,81.47,36.8,10.32,31.89,12.8,120.26,62.6,47.31,10.84,38.33,63.31,12.5,21.28,25.02,26.6,24.38,15.02,42.26,81.91,14.4,47.9,70.72,22.04,31.15,40838524.44458008
2021-11-02,15.55,50.51,24.07,56.02,19.42,48.78,81.68,39.37,10.44,31.78,12.8,120.26,62.07,47.66,10.63,38.49,64.56,12.55,21.28,25.59,26.65,24.38,15.16,42.65,82.59,14.73,47.9,70.1,22.04,30.85,40692923.889160156
2021-11-03,15.88,49.85,24.7,54.89,19.77,48.78,80.6,36.76,11.09,31.83,13.14,120.26,62.03,46.52,10.43,38.49,67.45,12.57,21.88,25.2,27.9,25.37,15.3,43.0,80.55,15.22,47.65,69.31,22.54,31.7,40118372.244628906
2021-11-04,15.72,49.76,25.25,54.89,19.54,48.72,78.65,37.36,11.03,32.23,13.03,122.24,62.56,46.26,10.47,37.69,67.14,13.38,21.5,25.98,27.45,25.18,15.14,42.87,80.35,15.06,47.5,69.47,22.3,31.55,40785371.0
2021-11-05,15.72,50.79,25.02,55.33,19.6,49.54,82.21,37.5,10.89,32.41,12.91,122.16,63.57,47.31,10.76,37.85,67.22,13.82,21.5,25.92,27.65,25.04,15.05,42.48,79.67,14.95,47.5,70.1,22.27,31.2,41195952.55371094
2021-11-08,15.67,52.67,25.19,55.68,19.65,49.44,82.62,38.07,11.01,32.52,12.84,125.63,63.37,48.01,10.84,38.33,67.88,13.6,21.5,26.89,27.85,24.85,15.16,42.78,80.06,14.81,47.45,71.35,22.04,30.85,41445432.55371094
2021-11-09,15.69,52.67,24.67,56.82,19.74,48.93,80.06,37.97,11.29,32.35,12.89,122.16,62.6,47.84,10.63,38.33,68.0,12.77,21.5,26.77,28.1,24.71,15.02,42.3,80.65,14.95,47.45,70.57,21.74,30.4,41472330.89355469
2021-11-10,15.67,50.98,24.67,56.55,19.48,49.23,80.87,38.44,11.42,31.66,12.89,122.08,63.33,51.17,10.84,37.69,68.0,12.77,21.3,27.01,28.45,24.42,15.23,42.52,80.26,14.91,47.45,70.49,21.54,30.9,41870310.646728516
2021-11-11,15.48,50.89,24.56,55.41,19.14,48.72,79.93,39.19,11.29,30.92,12.66,121.42,65.01,52.49,10.68,37.69,67.22,12.9,21.13,26.68,27.7,24.33,14.88,42.83,79.19,14.87,47.4,70.41,21.42,30.3,42220110.89355469
2021-11-12,15.65,51.45,24.79,55.06,19.6,49.74,79.33,38.72,11.42,31.26,12.87,123.65,65.49,52.66,10.72,38.86,67.22,12.85,21.28,26.95,28.1,24.8,15.05,42.78,79.67,15.06,47.25,70.17,21.57,30.1,42298596.052856445
2021-11-15,15.67,51.92,24.56,54.97,19.48,49.38,79.86,37.88,11.76,30.69,12.89,127.28,67.13,52.75,11.46,38.38,66.44,12.85,21.19,27.68,27.95,24.56,15.21,42.56,81.62,15.08,47.5,69.94,21.21,30.2,42248503.447265625
2021-11-16,15.55,53.05,24.56,56.64,19.42,49.89,78.38,36.8,11.38,29.77,12.91,125.63,66.41,51.61,11.63,38.22,66.67,12.79,21.08,27.04,28.05,24.56,15.12,42.35,80.65,14.97,47.4,69.62,21.21,30.05,41974771.447143555
2021-11-17,15.62,55.5,25.02,56.29,19.32,49.89,78.85,37.41,11.34,29.43,12.94,124.39,66.41,54.51,11.71,38.22,66.63,12.82,21.08,27.71,28.0,24.66,14.97,42.7,81.13,15.08,48.15,69.78,21.21,30.45,42348703.89404297
2021-11-18,15.25,55.68,25.53,56.29,19.26,48.98,76.44,37.27,11.52,28.6,12.75,122.33,66.94,53.54,12.12,37.26,65.73,12.52,20.79,29.64,27.65,24.33,14.86,42.26,80.45,14.87,47.25,69.15,20.77,31.1,42147928.0
2021-11-19,15.69,53.61,25.48,53.57,19.65,48.37,71.2,35.26,12.31,27.48,12.75,121.83,66.94,52.14,11.54,35.72,65.3,12.6,20.88,29.31,27.9,24.71,15.05,42.3,78.22,15.34,47.4,67.66,21.24,30.5,41929678.89404297
2021-11-22,16.02,50.7,26.14,52.78,20.67,48.22,68.58,33.3,13.17,27.85,13.16,123.9,66.75,49.07,10.8,34.33,65.66,13.06,21.13,29.37,28.8,25.08,16.09,43.04,78.7,16.4,47.4,67.74,21.54,29.9,40918542.0
2021-11-23,15.93,51.73,25.65,54.71,20.43,49.03,70.26,35.07,12.97,28.37,13.03,129.35,68.86,50.03,11.42,35.51,65.66,12.9,21.13,31.42,28.5,24.85,16.85,43.17,80.16,16.48,47.4,67.82,21.27,30.15,40431945.0
2021-11-24,16.58,50.89,26.42,55.06,21.21,49.69,69.18,34.79,13.66,27.85,13.93,129.76,69.35,50.03,11.26,35.98,65.66,13.52,22.59,32.15,30.45,26.22,16.99,45.66,81.33,17.62,47.05,68.76,21.89,31.1,40454466.94641113
2021-11-25,16.49,51.45,26.02,55.33,21.06,50.76,69.79,35.35,13.25,28.2,13.93,130.18,69.83,50.91,11.46,35.61,64.48,13.52,23.45,33.24,30.65,25.93,17.03,46.66,81.52,17.56,47.0,68.76,22.3,30.85,40454466.94641113
2021-11-26,16.23,50.79,26.08,54.54,20.55,50.2,68.51,34.56,12.78,28.08,13.66,130.18,68.14,49.86,11.21,35.66,62.61,13.52,23.33,32.33,30.85,25.51,16.44,45.75,80.94,17.7,49.25,69.39,23.0,30.4,40472752.106933594
2021-11-29,16.02,49.94,25.53,54.36,20.52,49.79,66.76,34.42,12.84,27.71,13.43,126.05,66.22,48.19,11.13,36.73,61.0,13.06,22.73,33.42,29.9,24.71,16.33,44.05,82.39,17.17,52.65,68.76,22.54,30.15,40419000.50732422
2021-11-30,15.62,50.51,25.48,53.48,20.1,49.28,66.03,36.29,12.44,28.03,13.07,123.32,66.89,47.49,11.17,37.53,60.18,12.74,22.65,33.78,28.9,24.47,15.61,43.09,82.2,16.6,52.5,68.84,22.12,29.8,40242983.44604492
2021-12-01,15.72,51.36,25.42,53.57,20.37,49.84,66.16,36.01,13.05,28.06,13.3,123.9,66.89,47.66,11.59,37.21,61.16,12.77,22.71,33.36,29.9,24.75,16.7,43.13,80.55,16.91,53.0,68.76,22.24,29.7,40420940.24609375
2021-12-02,15.58,49.85,25.36,53.13,20.25,49.33,66.09,36.15,12.84,27.83,13.12,125.63,65.97,48.71,11.71,36.73,62.14,12.77,22.62,32.63,29.3,24.42,16.75,43.17,79.97,16.87,53.6,68.68,21.71,29.65,39985495.89111328
2021-12-03,15.27,46.37,24.1,50.68,19.77,48.47,64.88,34.14,12.64,27.31,12.75,124.81,64.29,46.78,11.21,35.93,61.36,12.47,22.02,30.52,28.0,23.71,16.27,42.7,77.92,16.68,52.75,67.42,20.95,28.1,40504860.0
2021-12-06,15.15,46.09,24.07,50.42,19.24,47.96,61.79,33.67,11.86,26.19,12.39,124.81,63.28,45.38,11.5,34.65,59.25,11.95,21.73,30.82,27.0,23.15,16.27,41.56,77.44,15.97,52.8,67.03,20.83,28.0,40580325.0
2021-12-07,15.46,46.94,25.02,51.2,19.6,48.72,64.82,34.23,12.23,27.25,12.69,125.55,64.29,46.96,12.29,35.93,59.79,12.17,22.08,31.54,28.05,23.62,16.54,42.78,79.29,16.11,53.35,67.97,20.92,29.95,41035451.43798828
2021-12-08,15.53,47.12,25.25,50.59,19.77,48.52,65.96,34.6,12.36,27.02,12.8,124.89,64.48,47.22,12.5,35.77,59.76,12.41,22.59,31.3,28.6,23.62,17.68,43.0,78.7,16.44,52.95,67.58,20.98,30.1,41143038.56323242
2021-12-09,15.62,50.42,25.25,50.68,20.22,49.23,66.29,34.93,12.54,26.97,12.87,127.28,64.53,47.49,12.79,35.93,59.6,12.44,22.65,32.51,28.85,23.81,17.72,43.22,79.29,16.72,53.5,68.37,20.89,30.45,40673831.44042969
2021-12-10,15.67,50.98,25.59,51.55,20.1,48.62,64.88,35.07,12.52,26.62,12.78,127.04,64.58,46.78,13.45,36.25,59.52,12.44,22.65,32.03,28.6,23.71,18.0,43.57,78.6,16.91,51.55,67.82,21.01,30.35,40971042.561035156
2021-12-13,15.67,52.6,26.11,51.91,20.07,48.72,65.82,36.01,12.25,26.65,12.8,128.94,64.96,47.13,13.41,36.94,59.52,12.25,22.73,32.27,28.65,23.62,17.48,43.39,79.77,16.91,51.6,67.89,20.77,30.45,41129558.62426758
2021-12-14,15.62,55.82,25.99,51.29,19.89,48.57,65.96,35.68,12.07,27.31,12.73,129.76,65.2,47.84,13.74,36.57,59.72,12.03,22.68,31.85,28.1,23.67,17.48,43.26,79.77,16.83,51.25,67.82,20.54,30.2,40674940.560913086
2021-12-15,15.67,59.7,25.76,51.03,19.8,48.67,65.62,35.31,12.25,27.37,12.84,133.24,65.44,47.92,13.32,35.13,59.6,12.09,22.73,31.24,28.35,23.71,18.0,43.52,80.26,17.19,50.0,67.82,20.33,30.4,40539799.43847656
2021-12-16,15.48,63.78,25.76,50.85,19.95,48.47,66.23,35.4,12.11,27.2,12.73,132.41,64.34,48.19,14.23,35.77,59.01,12.01,22.68,30.76,28.6,23.55,17.72,43.17,79.97,17.31,50.0,68.05,19.78,30.1,41375697.43774414
2021-12-17,15.58,64.35,25.76,50.5,20.23,48.93,66.5,35.77,12.03,26.74,12.71,130.34,64.77,47.66,14.15,35.98,58.62,12.03,22.51,31.73,28.3,23.55,17.75,42.04,82.1,17.25,51.0,67.34,19.84,30.8,41469363.122558594
2021-12-20,15.53,64.44,25.59,49.63,19.92,48.62,64.95,35.17,12.07,26.85,12.57,134.07,64.05,46.52,15.1,35.72,58.23,11.84,22.45,32.33,28.65,23.38,18.59,43.35,81.13,17.9,49.5,67.34,20.04,31.05,41219224.87792969
2021-12-21,15.39,64.35,25.13,49.98,19.64,48.32,63.14,35.26,11.99,26.39,12.6,137.87,64.05,46.52,15.48,36.73,58.19,11.65,22.48,31.73,28.2,23.27,18.13,43.09,83.56,17.35,49.05,67.19,20.04,31.4,40992971.759765625
2021-12-22,15.34,64.72,24.84,49.54,19.43,48.22,63.94,36.48,11.38,25.82,12.46,140.69,64.92,46.34,15.72,36.73,57.68,11.27,22.33,30.88,27.65,23.1,17.75,43.26,83.27,17.11,49.8,67.11,19.72,31.5,41316092.240112305
2021-12-23,15.25,63.87,25.03,48.14,19.77,47.3,63.94,36.48,10.95,25.74,12.3,141.52,64.34,46.34,15.31,37.26,57.41,10.9,22.1,29.61,27.4,22.37,17.15,43.03,80.16,16.6,48.0,66.56,19.01,31.0,41576094.87915039
2021-12-24,15.48,62.07,25.39,49.1,20.2,47.61,64.28,36.52,11.7,26.37,12.69,141.52,64.82,46.52,14.28,38.22,57.45,11.65,23.59,29.64,28.2,23.1,18.34,44.16,80.55,17.17,48.25,67.58,20.1,31.25,41576094.87915039
2021-12-27,15.55,61.6,25.61,49.19,20.5,47.96,64.41,36.1,11.72,26.28,12.69,139.86,64.96,47.49,15.27,38.27,57.8,11.65,25.16,29.7,28.1,23.08,19.04,44.89,80.45,16.99,49.5,67.66,20.16,31.3,41297003.44238281
2021-12-28,15.79,62.45,25.53,48.84,20.81,47.96,65.89,35.4,12.44,26.22,12.75,141.93,65.4,47.22,15.19,38.27,57.96,11.65,25.14,29.49,30.05,23.22,19.65,45.0,80.45,16.87,49.2,67.19,20.28,30.8,41290660.88623047
2021-12-29,15.86,60.65,25.53,48.4,20.96,47.51,65.15,34.51,12.48,26.22,12.75,142.34,64.72,47.4,14.9,37.42,57.96,11.65,25.74,30.0,29.5,23.19,19.32,44.72,79.38,17.35,47.75,66.95,20.39,30.55,41219457.94250488
2021-12-30,15.9,60.65,25.68,48.31,20.75,47.51,65.15,34.6,12.48,26.17,12.82,141.93,64.67,47.4,14.44,37.21,58.19,11.6,25.77,31.79,30.5,23.29,19.04,44.1,79.29,17.4,47.5,67.03,20.77,30.5,41365812.88574219
2021-12-31,16.19,60.65,26.91,49.1,20.81,47.2,64.62,34.56,12.58,26.57,13.03,141.52,65.44,47.31,14.48,36.78,59.01,12.09,26.08,31.3,31.5,23.62,19.18,44.33,79.67,18.6,47.55,67.89,21.01,30.1,41603037.5
2022-01-03,16.19,60.65,26.91,49.1,20.81,47.2,64.62,34.56,12.58,26.57,13.03,141.52,65.44,47.31,14.48,36.78,59.01,12.09,26.08,31.3,31.5,23.62,19.18,44.33,79.67,18.6,47.55,67.89,21.01,30.1,41071305.55725098
2022-01-04,16.14,62.36,27.13,49.89,21.33,47.46,68.44,35.17,12.68,26.77,13.12,140.69,66.36,49.07,15.48,37.26,61.36,12.2,26.08,32.03,32.1,24.04,19.97,44.44,82.69,18.74,50.5,68.13,21.16,31.15,41404550.0
2022-01-05,15.81,62.55,26.88,49.63,21.33,47.51,70.53,35.91,12.44,26.8,12.94,133.24,66.02,48.89,15.72,37.79,62.26,11.93,25.74,31.91,32.55,23.86,19.62,43.88,81.62,18.66,50.0,67.74,20.83,33.3,41513298.64453125
2022-01-06,15.83,66.9,27.56,49.28,20.87,47.46,69.65,36.1,12.44,26.39,12.78,127.28,66.22,48.71,15.93,37.21,61.2,12.2,25.14,31.36,32.7,23.57,19.62,44.49,82.88,18.37,52.25,67.11,20.63,35.6,40701867.388916016
2022-01-07,15.62,71.55,28.43,48.75,20.38,47.41,72.21,36.01,12.36,26.22,12.89,127.45,65.25,49.42,16.68,36.89,60.65,11.98,24.28,31.18,31.95,23.36,19.16,44.89,82.98,18.17,51.1,66.95,20.31,34.75,40872765.0
2022-01-10,15.48,66.62,28.18,47.96,20.44,46.7,68.51,35.26,12.07,26.14,12.66,126.62,64.05,48.28,15.52,36.25,60.17,11.55,23.31,29.94,31.6,22.98,18.9,44.72,82.98,17.9,51.15,66.87,20.19,35.0,40796704.55383301
2022-01-11,15.36,71.26,28.58,47.17,20.26,45.43,69.38,34.42,11.95,25.82,12.57,119.92,63.47,47.49,15.43,35.13,60.53,11.41,22.33,29.07,32.45,22.89,18.78,44.66,81.23,17.58,50.5,66.87,20.13,34.2,41273126.44592285
2022-01-12,15.53,75.72,30.57,47.35,20.96,45.48,72.54,34.6,12.62,26.45,13.16,119.92,65.49,48.1,15.02,35.19,60.49,12.03,23.45,30.52,34.7,23.81,20.09,45.0,81.23,18.47,50.4,66.39,20.77,36.0,41473784.49169922
