,ACB,BCM,BID,BVH,CTG,FPT,GAS,GVR,HDB,HPG,MBB,MSN,MWG,PLX,POW,REE,SAB,SHB,SSB,SSI,STB,TCB,TPB,VCB,VHM,VIB,VIC,VNM,VPB,VRE,Gold
2020-04-17,6.06,22.11,21.1,41.28,9.21,18.51,42.02,9.48,4.26,7.13,4.95,49.09,25.87,34.92,7.14,16.5,63.46,7.18,9.97,5.2,9.73,8.39,5.25,30.86,50.51,3.43,42.71,60.82,6.99,26.5,39596536.05541992
2020-04-20,5.98,21.19,20.93,40.77,9.09,18.55,42.7,9.39,4.23,7.3,4.84,48.12,26.6,37.03,7.42,16.42,67.87,6.94,9.97,5.23,9.55,8.36,5.19,31.07,50.51,3.46,42.75,61.24,6.84,26.2,39090640.21570134
2020-04-21,5.72,18.88,19.58,38.85,8.61,17.82,40.03,8.74,3.98,6.96,4.55,45.85,25.05,34.46,7.37,15.6,65.22,6.26,9.97,4.91,8.99,7.96,4.88,30.9,50.14,3.36,41.33,59.28,6.37,24.4,39338685.05541992
2020-04-22,5.89,19.62,20.42,40.04,8.82,18.47,39.41,8.82,4.12,7.17,4.68,47.15,25.87,34.33,7.48,15.68,67.14,6.46,9.97,5.08,9.17,7.98,5.02,29.95,48.22,3.38,41.11,59.71,6.58,23.55,40522455.55541992
2020-04-23,5.86,19.34,20.42,40.3,8.79,18.44,40.41,8.86,4.08,7.44,4.7,47.15,26.35,34.33,7.5,15.7,69.29,6.54,9.97,5.08,9.15,8.01,5.02,29.9,49.11,3.38,41.33,58.86,6.48,24.1,40630286.44458008
2020-04-24,5.86,20.08,20.31,40.04,8.79,18.44,40.41,8.74,4.08,7.61,4.67,48.2,26.19,34.88,7.54,16.29,69.06,6.54,9.97,5.06,9.1,8.08,5.02,29.77,47.93,3.36,41.33,62.96,6.68,24.0,40400563.5
2020-04-27,5.8,21.56,19.8,39.58,8.63,18.33,39.85,9.34,4.06,7.56,4.57,47.39,25.94,33.91,7.82,16.24,69.06,6.42,9.97,5.0,8.99,8.05,4.96,28.87,47.56,3.36,40.88,62.96,6.84,23.5,40128648.47229004
2020-04-28,5.86,21.74,19.83,39.28,8.72,18.33,38.98,9.48,4.07,7.37,4.6,48.37,25.53,33.49,8.13,16.16,65.22,6.38,9.97,4.95,8.98,8.08,4.96,28.95,47.63,3.38,40.88,61.55,6.84,22.75,40095830.5
2020-04-29,5.92,22.02,20.09,39.36,9.16,18.36,39.35,9.78,4.09,7.41,4.64,47.64,25.78,33.99,8.33,15.97,62.54,6.34,9.97,4.97,9.1,8.13,4.94,29.39,46.9,3.38,40.84,60.63,6.68,23.1,39934510.17236328
2020-04-30,5.92,22.02,20.09,39.36,9.16,18.36,39.35,9.78,4.09,7.41,4.64,47.64,25.78,33.99,8.33,15.97,62.54,6.34,9.97,4.97,9.1,8.13,4.94,29.39,46.9,3.38,40.84,60.63,6.68,23.1,39484383.65527344
2020-05-01,5.92,22.02,20.09,39.36,9.16,18.36,39.35,9.78,4.09,7.41,4.64,47.64,25.78,33.99,8.33,15.97,62.54,6.34,9.97,4.97,9.1,8.13,4.94,29.39,46.9,3.38,40.84,60.63,6.68,23.1,39725858.0
2020-05-04,5.86,21.65,19.92,37.57,9.18,18.26,39.6,9.39,4.27,7.24,4.61,46.42,25.05,33.82,7.75,15.76,59.47,6.22,9.97,4.85,8.98,8.22,4.94,29.13,47.85,3.34,40.8,59.77,6.53,23.45,40016564.17236328
2020-05-05,5.86,20.82,19.92,38.34,9.09,18.4,40.66,9.74,4.29,7.37,4.6,45.69,25.02,34.08,7.63,15.97,58.2,6.06,9.97,4.83,8.97,8.22,4.99,28.87,46.9,3.34,41.2,61.55,6.63,23.55,39957954.17236328
2020-05-06,6.01,21.0,20.31,39.62,9.25,19.12,42.58,10.4,4.24,7.65,4.64,46.99,25.62,35.38,7.86,16.18,60.62,6.18,9.97,4.95,9.14,8.29,5.09,29.21,49.4,3.36,42.22,62.16,6.79,25.0,39484383.65527344
2020-05-07,6.12,21.0,21.19,40.0,9.34,19.34,42.64,10.97,4.22,8.13,4.74,47.64,26.06,35.47,8.05,16.29,64.84,6.42,9.97,5.04,9.34,8.36,5.13,30.12,49.84,3.38,42.66,63.33,6.97,24.8,40365880.34472656
2020-05-08,6.18,21.83,21.44,40.81,9.57,19.41,43.2,10.53,4.44,8.06,4.83,49.42,26.44,36.95,7.97,16.29,65.99,6.78,9.97,5.16,9.52,8.93,5.13,31.76,52.28,3.46,43.33,64.31,7.43,25.3,40086896.17236328
2020-05-11,6.27,22.48,21.72,41.02,9.73,19.52,45.31,10.88,4.47,8.25,4.89,51.12,26.82,37.37,8.01,16.34,66.42,6.98,9.97,5.41,9.69,9.54,5.32,32.19,54.2,3.57,43.33,66.45,7.85,25.45,39668325.8425293
2020-05-12,6.29,21.83,21.75,42.43,9.91,19.67,45.43,10.97,4.5,8.15,5.0,50.23,26.28,38.42,8.21,16.66,66.57,6.9,9.97,5.42,9.7,9.73,5.69,32.67,54.2,3.6,43.11,69.76,7.84,25.25,39881256.17126465
2020-05-13,6.27,22.02,22.34,43.03,9.91,20.9,44.94,11.06,4.69,8.3,5.09,50.15,26.47,38.51,8.13,17.03,65.99,6.9,9.97,5.37,9.96,9.73,6.08,32.67,52.65,3.57,42.22,69.63,7.79,24.5,39992143.169677734
2020-05-14,6.18,21.56,22.4,42.34,9.78,20.62,44.38,10.79,4.56,8.25,5.03,51.77,26.19,38.46,8.01,17.01,66.07,6.86,9.97,5.44,10.05,9.68,6.2,32.84,52.06,3.55,42.66,69.21,7.71,24.05,40556824.830322266
2020-05-15,6.27,21.56,21.78,41.11,9.57,20.32,44.01,10.57,4.53,8.1,4.93,50.31,25.91,37.54,7.9,16.71,66.07,6.18,9.97,5.33,9.8,9.57,6.2,32.84,52.79,3.5,43.11,67.86,7.77,24.1,40913836.169677734
2020-05-18,6.29,21.1,21.95,41.58,9.78,20.47,45.62,10.79,4.6,8.65,4.96,50.63,26.98,38.25,7.97,16.69,66.38,5.94,9.97,5.41,9.73,9.75,6.1,33.92,53.02,3.53,42.88,68.04,8.18,24.55,40409822.33935547
2020-05-19,6.41,21.65,22.06,41.41,10.21,20.85,46.43,10.79,4.66,9.01,5.06,51.04,27.52,39.48,8.05,16.74,65.99,5.78,9.97,5.46,9.9,10.06,6.24,34.14,53.97,3.57,42.88,68.96,8.15,24.9,40699161.66064453
2020-05-20,6.41,21.65,22.09,42.17,10.21,20.7,46.06,11.23,4.64,9.11,5.03,51.69,27.29,39.52,8.05,16.71,66.18,5.22,9.97,5.46,10.4,9.94,6.23,34.4,56.85,3.53,42.93,69.82,8.02,26.55,40848499.830322266
2020-05-21,6.47,21.74,22.4,42.68,10.51,20.87,46.55,11.23,4.96,9.13,5.12,51.69,27.45,39.64,8.05,16.93,67.53,4.79,9.97,5.48,10.5,10.39,6.18,35.09,57.51,3.6,43.55,70.43,8.05,26.3,40146147.0
2020-05-22,6.47,21.65,22.17,41.88,10.44,20.51,45.87,10.97,4.73,9.39,5.02,50.23,26.82,39.14,7.97,16.61,66.76,5.26,9.97,5.46,10.2,9.94,5.96,35.0,56.41,3.64,42.84,70.06,7.87,25.8,40475155.830322266
2020-05-25,6.53,23.49,22.37,42.17,10.56,20.51,45.74,11.49,4.77,9.41,5.03,50.07,27.17,39.1,8.05,16.61,67.14,5.62,9.97,5.56,10.25,9.94,5.96,35.05,56.63,3.74,43.15,72.02,7.82,26.2,40475155.830322266
2020-05-26,6.73,24.87,23.7,44.3,10.6,20.66,46.49,11.49,4.82,9.78,5.12,50.63,27.29,39.56,8.37,17.3,67.26,5.58,9.97,5.86,10.4,9.99,5.98,35.65,56.33,3.83,43.06,72.02,7.87,26.5,39779804.33935547
2020-05-27,6.58,24.6,22.46,43.03,10.26,20.32,46.55,11.14,4.69,9.37,5.03,50.63,26.76,39.56,8.13,16.79,67.22,5.42,9.97,5.69,10.1,9.87,5.93,35.82,55.08,3.78,43.06,70.43,7.49,25.5,39870514.73828125
2020-05-28,6.61,24.41,22.96,42.94,10.33,20.32,45.87,11.19,4.69,9.37,5.03,50.88,26.73,39.48,8.21,16.74,67.22,5.62,9.97,5.67,10.3,9.87,5.86,36.52,55.3,3.78,43.11,70.31,7.53,26.9,39940450.73828125
2020-05-29,6.61,24.41,22.63,42.56,10.3,20.3,46.18,11.19,4.79,9.44,5.0,50.8,26.69,38.93,8.09,16.64,67.68,5.58,9.97,5.66,10.3,9.78,5.86,36.82,56.48,3.81,43.11,70.43,7.61,27.5,40485402.66906738
2020-06-01,7.25,24.78,23.39,43.2,10.76,20.45,46.74,11.28,4.94,9.53,5.19,51.12,27.14,39.05,8.25,16.87,68.18,5.62,9.97,5.81,10.75,10.06,6.04,37.38,58.32,3.95,43.2,71.1,8.0,27.8,40455985.13671875
2020-06-02,7.16,23.67,22.88,42.51,10.74,20.32,47.42,11.01,5.28,9.32,5.21,51.77,26.92,39.14,8.29,16.85,70.21,5.58,9.97,5.75,10.5,9.99,5.96,37.42,57.37,3.97,42.97,71.04,7.85,27.6,40135051.6640625
2020-06-03,7.36,24.23,23.13,42.51,10.99,20.6,48.41,11.41,5.64,9.29,5.25,51.85,26.95,39.39,8.37,16.87,69.06,6.06,9.97,5.81,10.65,10.09,6.23,37.99,57.44,4.13,43.02,71.41,7.92,28.1,39497620.3359375
2020-06-04,7.3,24.13,23.58,42.47,11.29,20.49,48.41,11.14,5.51,9.16,5.24,51.44,26.98,39.77,8.37,17.03,68.68,6.34,9.97,6.0,10.6,10.01,6.24,38.46,57.14,4.13,42.66,72.15,7.82,28.4,39988490.16796875
2020-06-05,7.28,24.13,23.75,42.39,11.2,20.62,47.79,11.32,5.45,9.32,5.21,51.04,27.17,39.64,8.33,17.03,68.68,6.38,9.97,6.0,10.55,10.13,6.23,38.46,57.0,4.11,42.22,73.0,7.98,28.45,38995115.6640625
2020-06-08,7.33,24.41,24.83,43.11,11.4,20.9,49.03,11.41,5.43,9.54,5.27,51.36,28.43,40.49,8.45,17.11,69.83,6.54,9.97,6.13,10.7,10.25,6.18,38.63,57.37,4.18,42.66,75.21,7.97,28.6,39509252.3359375
2020-06-09,7.36,24.5,24.46,44.64,11.08,20.72,48.66,11.98,5.56,9.34,5.27,51.04,27.99,40.15,8.72,17.01,68.56,6.42,9.97,6.06,10.75,10.18,6.14,38.68,57.22,4.2,42.75,76.56,7.85,27.9,39890779.6640625
2020-06-10,7.39,24.5,24.54,44.99,11.29,20.66,48.41,11.63,5.54,9.3,5.41,50.96,28.21,40.24,8.88,17.01,68.3,6.46,9.97,6.11,11.5,10.32,6.24,38.72,57.14,4.16,42.48,75.33,7.87,27.95,39858212.3359375
2020-06-11,7.07,24.69,22.85,41.92,10.51,19.48,45.06,10.97,5.39,8.79,5.09,47.39,26.25,37.45,8.29,16.24,67.91,6.18,9.97,5.69,11.05,9.87,5.84,38.03,56.41,3.97,41.33,74.9,7.53,26.1,40293248.0
2020-06-12,7.07,24.5,23.98,41.15,10.67,19.9,46.3,10.66,5.33,9.13,5.14,47.39,27.14,38.13,8.25,16.4,65.99,6.38,9.97,5.92,11.8,9.99,5.96,36.99,55.3,4.04,40.8,72.27,7.53,25.9,40230436.3359375
2020-06-15,6.73,23.03,22.51,40.21,10.21,19.48,44.75,10.88,5.41,8.75,4.95,45.69,26.03,37.11,8.29,16.1,63.69,6.3,9.97,5.52,12.05,9.5,5.76,35.44,51.61,3.95,39.55,68.59,7.04,25.0,40021060.3359375
2020-06-16,6.87,24.78,22.96,41.92,10.65,19.73,45.37,11.19,5.41,9.03,5.06,46.66,26.63,37.37,8.45,16.34,63.73,6.42,9.97,5.81,11.9,9.73,5.96,36.17,55.23,4.02,41.51,71.66,7.23,26.75,40237413.83203125
2020-06-17,6.84,23.67,22.74,40.9,10.53,19.62,45.25,10.88,5.32,9.04,5.03,46.58,26.44,38.59,8.33,16.32,63.73,5.78,9.97,5.73,11.6,9.59,5.83,36.39,56.04,3.99,40.84,70.8,7.28,27.5,40228107.6640625
2020-06-18,6.87,24.41,22.85,40.9,10.49,19.73,44.81,10.79,5.26,9.23,5.03,46.18,26.44,39.39,8.21,16.45,63.81,5.58,9.97,5.73,11.4,9.54,5.86,36.73,56.41,4.04,40.44,70.55,7.27,27.55,40125748.3359375
2020-06-19,7.04,24.41,23.39,42.17,10.69,19.9,45.06,11.06,5.31,9.42,5.09,46.18,26.66,38.8,8.21,16.71,63.81,5.86,9.97,5.85,11.9,9.68,5.96,36.91,56.41,4.09,43.24,70.43,7.43,27.8,40616618.16796875
2020-06-22,6.96,24.6,23.3,41.75,10.74,19.9,45.37,10.92,5.25,9.41,5.09,47.23,27.11,38.8,8.29,16.64,63.69,5.78,9.97,5.81,11.7,9.8,5.94,36.95,57.73,4.09,43.06,70.68,7.4,27.6,40867867.6640625
2020-06-23,6.93,24.78,22.96,41.41,10.65,20.13,45.87,11.01,5.25,9.3,5.09,47.31,26.92,39.01,8.29,16.69,62.92,5.66,9.97,6.15,11.55,9.75,6.04,37.16,57.29,4.09,41.86,71.04,7.41,27.2,41226133.83203125
2020-06-24,6.87,24.78,22.74,40.9,10.44,19.98,45.06,10.79,5.2,9.3,5.11,46.34,26.82,38.72,8.17,16.69,61.39,5.54,9.97,6.02,11.2,9.68,6.03,36.6,55.82,4.11,42.08,71.72,7.27,26.85,41079572.3359375
2020-06-25,6.84,24.78,22.57,40.9,10.4,19.82,44.94,10.57,5.09,9.41,5.05,45.94,26.38,38.67,8.09,16.56,61.39,5.7,9.97,6.04,11.45,9.54,5.96,36.17,55.67,4.16,41.51,71.29,7.17,26.5,40993493.83203125
2020-06-26,6.81,24.69,22.51,40.47,10.33,19.84,44.81,10.44,5.02,9.37,5.05,45.69,26.57,38.63,8.05,16.61,63.23,5.58,9.97,5.92,11.3,9.61,6.0,36.0,55.74,4.11,40.66,70.98,7.17,26.2,41235440.0
2020-06-29,6.61,24.23,21.72,38.98,10.03,19.5,43.26,10.0,4.89,9.18,4.9,44.64,25.72,37.54,7.74,16.34,61.58,5.22,9.97,5.66,10.95,9.28,5.91,35.22,54.56,4.06,39.55,69.43,6.84,25.4,41193109.13330078
2020-06-30,6.58,24.5,21.38,38.77,9.87,19.33,42.83,9.65,4.91,9.23,4.83,43.83,25.5,37.54,7.66,16.32,60.24,5.18,9.97,5.66,10.75,9.24,5.84,34.7,55.67,4.06,39.55,69.93,6.66,24.8,41712352.0
2020-07-01,6.7,24.5,22.12,39.15,10.21,19.56,44.07,10.09,4.86,9.44,4.92,44.96,25.87,38.04,7.74,16.42,62.54,5.26,9.97,5.85,11.2,9.35,5.91,35.74,56.7,4.13,40.44,71.17,7.04,26.45,41251723.6640625
2020-07-02,6.67,24.6,22.0,39.96,10.21,19.54,43.76,10.13,4.89,9.51,4.9,46.34,25.81,38.38,7.59,16.48,64.04,5.18,9.97,5.79,11.05,9.33,5.9,35.7,56.7,4.13,39.95,70.11,6.99,26.2,41502976.0
2020-07-03,6.64,24.6,22.06,39.62,10.21,19.58,43.63,10.22,5.15,9.47,4.9,46.34,25.78,38.76,7.63,16.9,67.14,5.1,9.97,5.79,11.0,9.35,5.84,35.87,57.37,4.13,40.08,70.8,6.94,26.5,41502976.0
2020-07-06,6.81,24.69,22.63,40.04,10.56,19.82,44.94,10.44,5.15,9.51,4.95,46.66,26.35,39.14,7.89,17.01,69.25,5.14,9.97,5.96,11.55,9.57,5.93,35.82,59.58,4.13,40.62,72.28,7.17,27.1,41491411.5
2020-07-07,6.84,24.69,22.91,40.21,10.74,20.09,44.94,10.22,5.15,9.77,4.98,46.18,26.41,39.22,7.82,16.95,71.02,5.22,9.97,5.94,11.45,9.57,5.94,36.04,59.58,4.16,40.44,71.97,7.07,27.45,41859243.06713867
2020-07-08,6.9,24.69,22.88,40.21,10.83,20.2,45.25,10.22,5.16,9.66,4.99,46.18,26.38,39.22,7.78,17.03,74.05,5.22,9.97,6.0,11.5,9.5,6.07,35.87,59.28,4.3,40.35,71.66,7.14,27.45,42083290.0
2020-07-09,7.02,24.78,23.47,40.68,11.04,20.47,46.68,10.4,5.39,9.7,5.08,46.5,26.51,39.27,7.88,17.09,78.65,5.3,9.97,6.06,11.8,9.9,6.23,36.13,59.58,4.39,40.44,71.91,7.44,27.55,41719848.46777344
2020-07-10,6.93,24.78,23.42,40.81,10.9,20.24,46.12,10.44,5.28,9.56,5.02,46.1,26.16,39.1,7.93,17.03,79.04,5.22,9.97,6.09,11.55,9.66,6.16,35.74,58.55,4.32,40.62,71.54,7.38,27.05,41689467.66796875
2020-07-13,6.9,24.69,23.3,40.47,10.97,20.6,46.49,10.44,5.28,9.53,5.0,45.85,26.13,39.14,7.93,17.51,76.74,5.18,9.97,6.09,11.45,9.59,6.18,35.82,58.32,4.3,40.57,71.23,7.28,26.5,41334734.435546875
2020-07-14,6.93,24.6,23.27,40.51,11.02,20.56,47.01,10.62,5.29,9.61,4.99,45.37,26.16,39.14,7.93,17.51,74.82,5.18,9.97,6.38,11.55,9.5,6.16,35.87,59.36,4.3,40.57,71.48,7.23,26.4,41967896.834106445
2020-07-15,6.93,24.41,23.33,40.77,11.04,20.58,46.95,10.62,5.32,9.66,5.03,45.13,26.69,39.18,7.9,17.59,73.47,5.1,9.97,6.32,11.55,9.73,6.14,36.08,59.8,4.44,40.22,71.97,7.33,26.7,41990063.96594238
2020-07-16,6.93,24.41,23.33,40.9,11.04,20.58,47.01,10.57,5.39,9.85,5.09,46.18,26.76,39.52,7.97,17.62,74.05,5.14,9.97,6.34,11.6,9.92,6.27,36.08,60.09,4.55,41.33,72.91,7.36,27.3,41699260.96801758
2020-07-17,7.16,24.41,23.47,41.19,11.04,20.36,46.82,10.62,5.34,9.84,5.09,45.53,26.51,40.07,7.9,17.38,73.67,5.18,9.97,6.38,11.6,9.73,6.24,35.78,59.36,4.58,40.66,72.47,7.51,26.85,41923628.33203125
2020-07-20,7.07,24.5,23.02,40.13,10.9,20.07,46.16,10.62,5.3,9.65,5.0,44.56,26.28,39.14,7.78,17.25,73.28,5.14,9.97,6.28,11.45,9.68,6.2,35.52,58.4,4.62,40.08,71.79,7.4,26.2,42112537.46618652
2020-07-21,7.1,24.5,23.02,39.79,10.92,20.24,46.23,10.49,5.26,9.68,5.03,44.31,26.41,38.72,7.75,17.38,73.01,5.14,9.97,6.2,11.5,9.68,6.1,35.65,58.1,4.72,40.08,71.97,7.41,26.3,42721571.76611328
2020-07-22,7.04,24.5,22.57,39.19,10.69,20.07,45.71,10.31,5.21,9.68,4.99,43.91,26.25,38.21,7.68,17.22,72.94,5.06,9.97,6.12,11.3,9.57,6.1,35.65,57.14,4.79,39.91,70.8,7.31,26.95,43209837.43408203
2020-07-23,6.99,24.5,22.48,39.11,10.69,20.22,46.29,10.09,5.27,9.72,4.96,43.67,26.19,38.8,7.62,17.89,72.06,4.87,9.97,6.06,11.25,9.59,6.07,35.65,58.1,4.74,39.99,70.86,7.33,28.3,43796893.833984375
2020-07-24,6.7,24.5,21.55,37.15,10.19,19.43,44.47,9.65,5.01,9.25,4.8,42.13,24.99,38.3,7.35,17.3,69.48,4.51,9.97,5.81,10.9,9.21,5.87,35.0,56.04,4.51,39.11,68.93,6.91,27.95,43979415.13183594
2020-07-27,6.29,24.04,20.06,34.55,9.48,18.5,41.67,8.99,4.66,8.94,4.47,40.1,23.26,35.64,6.95,16.87,66.38,4.07,9.97,5.4,10.15,8.57,5.53,33.28,52.28,4.13,37.77,64.16,6.43,26.8,44750925.0
2020-07-28,6.61,24.13,21.36,35.7,9.94,19.35,44.15,9.3,4.75,9.42,4.74,40.91,23.98,36.78,7.35,17.19,69.06,4.47,9.97,5.77,10.55,8.86,5.91,33.92,55.89,4.34,37.86,68.19,6.74,27.2,45080089.568115234
2020-07-29,6.41,23.95,20.85,34.16,9.55,18.86,41.35,8.99,4.71,9.15,4.55,39.98,23.03,35.05,7.26,17.03,65.61,4.75,9.97,5.51,10.15,8.57,5.76,33.49,54.56,4.09,37.11,65.77,6.5,25.55,45262595.0
2020-07-30,6.53,24.04,20.99,34.59,9.78,19.12,42.65,8.86,4.77,9.3,4.61,40.35,23.44,35.6,7.35,17.27,65.26,4.75,9.97,5.59,10.2,8.79,5.81,33.45,56.48,4.13,37.82,67.63,6.61,25.95,45012803.6315918
2020-07-31,6.5,24.04,20.68,34.42,9.71,18.84,42.65,8.77,4.74,9.13,4.58,40.91,23.51,35.6,7.22,17.27,64.46,4.71,9.97,5.51,10.1,8.57,5.84,33.02,57.29,4.2,38.88,66.39,6.58,25.1,45487891.1315918
2020-08-03,6.7,24.23,20.99,36.81,9.96,19.43,43.75,9.08,4.83,9.63,4.71,42.61,23.98,36.9,7.3,17.94,64.84,4.83,9.97,5.73,10.35,8.79,5.86,34.05,57.88,4.41,38.93,67.76,6.83,25.65,45552220.0
2020-08-04,6.84,26.71,21.38,38.6,10.1,19.71,44.34,9.17,4.88,9.68,4.77,43.75,24.3,37.54,7.37,17.94,65.69,5.02,9.97,5.83,10.5,8.9,5.93,35.39,58.25,4.44,39.11,69.06,6.87,26.3,46367802.868652344
2020-08-05,6.93,26.99,21.86,39.19,10.37,19.9,44.67,9.34,5.05,10.14,4.82,44.56,24.99,37.49,7.53,18.15,67.53,5.14,9.97,5.89,10.65,9.19,5.96,35.74,58.69,4.46,38.66,69.55,7.01,26.35,47070741.9342041
2020-08-06,6.87,26.62,21.58,38.64,10.26,19.82,45.25,9.3,5.15,10.12,4.76,43.67,25.02,37.62,7.46,18.18,70.02,5.1,9.97,5.83,10.5,9.07,5.96,35.78,58.69,4.55,38.88,71.23,6.96,26.35,47541461.0
2020-08-07,6.84,26.71,21.5,38.25,10.42,19.94,45.71,9.3,5.16,10.18,4.74,43.83,24.8,37.62,7.42,18.42,70.6,4.98,9.97,5.79,10.45,9.05,5.93,35.82,58.69,4.53,38.88,71.66,6.92,26.4,46580046.73425293
2020-08-10,6.87,28.1,21.5,38.68,10.44,19.98,45.9,9.78,5.25,10.22,4.79,44.15,24.93,38.13,7.63,18.39,69.02,5.06,9.97,5.85,10.6,9.16,5.96,35.39,58.69,4.6,39.2,71.04,6.96,26.65,46366545.80058217
2020-08-11,7.33,27.82,21.72,38.55,10.62,19.9,45.58,9.74,5.29,10.2,4.8,44.23,25.09,38.55,7.57,18.36,68.49,5.02,9.97,5.97,10.65,9.19,5.98,35.48,58.55,4.72,38.88,71.04,6.99,26.3,44778341.43432617
2020-08-12,7.33,27.82,22.12,38.72,10.72,20.11,46.36,9.74,5.32,10.22,4.9,43.91,25.18,39.22,7.68,18.39,68.64,5.02,9.97,5.95,10.75,9.28,5.98,35.48,58.55,4.83,38.84,71.73,7.07,26.4,44839373.165771484
2020-08-13,7.36,27.45,22.37,40.0,10.88,20.3,47.27,9.65,5.37,10.31,4.93,44.07,25.94,39.31,7.85,18.79,70.21,5.06,9.97,6.04,10.85,9.35,6.06,35.87,58.55,4.86,39.11,72.22,7.09,26.85,45346521.3684082
2020-08-14,7.3,26.9,22.0,39.06,10.76,20.24,47.08,9.56,5.43,10.14,4.99,43.26,26.22,39.31,7.89,18.79,70.98,4.98,9.97,5.93,10.7,9.35,5.97,35.44,58.77,4.74,38.84,72.41,6.97,26.85,44888038.0
2020-08-17,7.45,27.91,21.84,38.77,10.76,20.32,46.88,9.61,5.47,10.22,4.98,42.94,25.94,38.97,7.78,18.63,70.52,4.98,9.97,5.89,10.65,9.5,5.97,35.57,58.77,4.81,38.97,72.6,6.94,26.5,46000390.0
2020-08-18,7.39,27.91,21.67,38.0,10.62,20.26,46.82,9.7,5.43,10.16,4.95,42.45,25.69,38.84,7.8,18.76,69.29,4.95,9.97,5.85,10.75,9.47,5.98,35.57,58.69,4.88,38.44,71.73,6.94,26.1,46334096.165771484
2020-08-19,7.39,27.73,21.78,38.6,10.67,20.26,46.95,10.09,5.38,10.2,4.96,42.69,25.81,39.64,8.05,18.79,69.29,5.42,9.97,5.91,10.8,9.54,6.0,35.87,58.99,4.88,38.44,71.54,6.97,26.35,45390912.66845703
2020-08-20,7.8,27.73,21.58,38.6,10.67,20.35,46.23,10.27,5.32,10.14,4.96,42.13,25.78,39.1,7.9,18.79,68.91,5.34,9.97,5.83,10.65,9.45,6.07,35.87,58.99,4.88,38.22,71.48,6.96,26.35,44813882.33154297
2020-08-21,7.95,27.73,21.98,39.06,11.13,20.5,46.88,10.4,5.39,10.24,5.03,42.61,25.87,39.27,7.93,18.95,68.91,5.34,9.97,5.97,11.05,9.61,6.24,35.82,58.62,4.95,38.26,71.73,7.14,26.5,44832419.834228516
2020-08-24,7.88,27.73,22.37,39.96,11.18,20.95,47.53,10.49,5.58,10.43,5.18,43.42,26.54,40.91,7.97,19.14,70.21,5.46,9.97,6.1,11.3,9.9,6.35,36.26,58.99,5.0,39.55,72.28,7.56,26.9,44674446.3684082
2020-08-25,7.92,27.73,22.29,40.38,11.31,21.12,48.05,10.31,5.58,10.33,5.25,43.42,27.64,42.51,7.9,19.62,71.56,5.42,9.97,6.1,11.25,10.06,6.37,36.26,58.69,5.09,40.44,72.78,7.49,26.95,44309789.73168945
2020-08-26,7.95,27.73,22.2,40.55,11.31,20.93,47.86,10.44,5.6,10.18,5.21,43.34,27.55,43.36,7.93,19.4,70.67,5.34,9.97,6.12,11.2,9.97,6.33,36.08,58.62,5.18,40.44,72.66,7.46,27.2,44966017.868652344
2020-08-27,8.07,27.73,22.06,40.55,11.34,21.56,47.53,10.84,5.58,10.22,5.21,43.42,28.05,44.54,7.93,19.56,70.21,5.42,9.97,6.14,11.3,9.99,6.33,36.08,57.88,5.28,40.44,72.72,7.53,27.2,44531157.834228516
2020-08-28,8.03,27.73,22.88,40.94,11.5,21.58,48.31,10.57,5.58,10.22,5.21,44.15,29.28,44.12,7.97,19.62,69.83,5.58,9.97,6.14,11.35,10.2,6.33,36.04,57.96,5.28,39.95,74.02,7.69,27.2,45527639.834228516
2020-08-31,7.95,30.95,23.1,42.51,11.77,21.41,48.25,10.4,5.62,10.33,5.22,44.56,29.47,44.28,7.93,19.64,73.47,5.54,9.97,6.06,11.2,10.06,6.38,35.87,57.88,5.14,39.99,75.08,7.61,27.0,45597161.834228516
2020-09-01,7.92,33.12,23.36,43.88,11.98,21.58,49.09,10.66,5.64,10.43,5.27,44.23,29.6,44.62,7.93,19.7,72.9,5.62,9.97,6.14,11.3,10.25,6.64,35.87,58.03,5.16,41.2,76.44,7.62,27.25,45611065.66845703
2020-09-02,7.92,33.12,23.36,43.88,11.98,21.58,49.09,10.66,5.64,10.43,5.27,44.23,29.6,44.62,7.93,19.7,72.9,5.62,9.97,6.14,11.3,10.25,6.64,35.87,58.03,5.16,41.2,76.44,7.62,27.25,44827786.165771484
2020-09-03,7.95,35.42,23.81,44.05,11.88,21.8,49.35,10.66,5.9,10.52,5.3,44.88,29.91,44.79,8.29,19.96,74.36,5.62,9.97,6.2,11.4,10.39,6.68,37.25,58.69,5.35,42.0,77.37,7.72,28.1,44670201.834228516
2020-09-04,7.92,37.86,23.75,43.71,11.91,21.62,48.57,10.53,5.88,10.5,5.25,45.61,29.69,44.36,8.21,19.86,73.74,5.58,9.97,6.26,11.3,10.32,6.57,36.69,58.99,5.3,41.77,77.56,7.64,28.5,44584459.165771484
2020-09-07,7.8,40.48,22.91,41.79,11.45,20.97,46.88,10.44,5.78,10.31,5.15,44.23,28.49,43.93,7.93,19.48,73.74,5.5,9.97,6.24,11.2,10.01,6.47,36.13,58.32,5.23,40.66,78.18,7.33,27.7,44584459.165771484
2020-09-08,7.73,43.3,23.05,42.51,11.7,21.41,46.88,10.7,5.82,10.37,5.18,44.4,29.38,44.02,7.93,19.54,73.36,5.5,9.97,6.42,11.25,10.16,6.51,35.65,57.88,5.25,40.22,77.06,7.46,28.3,44795342.0
